IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.65.84.132,443,443,true,FRA,Europe,Frankfurt,177,0.85
34.65.41.218,443,443,true,FRA,Europe,Frankfurt,165,0.84
34.89.138.30,443,443,true,FRA,Europe,Frankfurt,232,0.77
34.65.225.189,443,443,true,FRA,Europe,Frankfurt,221,0.75
34.65.86.254,443,443,true,FRA,Europe,Frankfurt,245,0.67
34.110.176.152,80,0,false,SIN,Asia Pacific,Singapore,36,0.55
34.110.176.152,80,0,false,CDG,Europe,Paris,24,0.55
34.65.113.146,443,443,true,FRA,Europe,Frankfurt,270,0.54
34.65.14.48,443,443,true,FRA,Europe,Frankfurt,177,0.46
34.154.24.152,443,443,true,FRA,Europe,Frankfurt,184,0.39
34.116.188.237,443,443,true,FRA,Europe,Frankfurt,189,0.34
34.65.206.57,443,443,true,FRA,Europe,Frankfurt,228,0.21
35.221.99.14,80,0,false,NRT,Asia Pacific,Tokyo,74,0.17
34.146.45.46,80,0,false,NRT,Asia Pacific,Tokyo,88,0.16
35.237.127.69,80,0,false,ATL,North America,Atlanta,217,0.10
34.128.66.175,80,0,false,SIN,Asia Pacific,Singapore,41,0.10
34.120.198.225,80,0,false,SIN,Asia Pacific,Singapore,27,0.09
34.128.66.175,80,0,false,SIN,Asia Pacific,Singapore,39,0.09
34.89.171.21,443,443,true,FRA,Europe,Frankfurt,237,0.09
34.134.91.160,80,0,false,ORD,North America,Chicago,206,0.09
35.232.39.116,80,80,false,DFW,North America,Dallas,205,0.07
35.188.72.3,80,0,false,ORD,North America,Chicago,216,0.06
34.121.160.133,80,0,false,ORD,North America,Chicago,461,0.06
34.150.3.141,80,0,false,HKG,Asia Pacific,Hong Kong,61,0.06
34.150.3.141,80,0,false,HKG,Asia Pacific,Hong Kong,138,0.05
34.125.15.139,80,0,false,LAX,North America,Los Angeles,166,0.04
34.125.15.139,80,0,false,LAX,North America,Los Angeles,168,0.04
35.244.119.6,443,0,true,SYD,Oceania,Sydney,147,0.04
34.144.230.100,80,0,false,SJC,North America,San Jose,14,0.04
34.89.225.182,443,0,true,FRA,Europe,Frankfurt,172,0.04
34.69.253.52,80,0,false,ORD,North America,Chicago,206,0.04
34.144.230.100,80,0,false,SJC,North America,San Jose,6,0.04
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.04
34.89.225.182,443,0,true,FRA,Europe,Frankfurt,175,0.04
34.89.225.182,443,0,true,FRA,Europe,Frankfurt,171,0.03
34.67.161.168,80,0,false,ORD,North America,Chicago,206,0.03
34.128.97.138,80,0,false,HKG,Asia Pacific,Hong Kong,32,0.03
34.89.225.182,443,0,true,FRA,Europe,Frankfurt,171,0.03
34.128.97.138,80,0,false,SIN,Asia Pacific,Singapore,16,0.03
35.188.72.3,443,0,true,ORD,North America,Chicago,217,0.03
34.69.253.52,80,0,false,ORD,North America,Chicago,206,0.03
35.227.246.247,80,0,false,SIN,Asia Pacific,Singapore,2,0.03
34.101.196.118,80,0,false,SIN,Asia Pacific,Singapore,22,0.02
34.121.17.180,80,0,false,ORD,North America,Chicago,236,0.02
34.107.208.220,80,0,false,SIN,Asia Pacific,Singapore,13,0.02
34.135.54.87,80,0,false,ORD,North America,Chicago,206,0.02
35.192.66.130,80,0,false,ORD,North America,Chicago,211,0.02
34.107.208.220,80,0,false,SIN,Asia Pacific,Singapore,3,0.02
35.230.234.174,80,0,false,SIN,Asia Pacific,Singapore,1,0.01
34.101.196.118,80,0,false,CDG,Europe,Paris,23,0.01
34.95.223.251,80,0,false,GRU,South America,São Paulo,315,0.01
34.95.223.251,80,0,false,GRU,South America,São Paulo,320,0.01
34.95.223.251,80,0,false,GRU,South America,São Paulo,314,0.01
34.121.17.180,80,0,false,ORD,North America,Chicago,225,0.01
35.230.237.32,80,0,false,SIN,Asia Pacific,Singapore,9,0.01
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.01
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,51,0.01
34.80.141.47,80,80,false,TPE,Asia Pacific,Taipei,267,0.01
34.80.141.47,80,80,false,TPE,Asia Pacific,Taipei,227,0.01
34.80.141.47,80,80,false,TPE,Asia Pacific,Taipei,206,0.01
34.92.228.196,443,443,true,HKG,Asia Pacific,Hong Kong,38,0.01
34.92.228.196,443,443,true,HKG,Asia Pacific,Hong Kong,50,0.01
35.184.199.202,80,0,false,ORD,North America,Chicago,206,0.01
34.80.141.47,443,443,true,TPE,Asia Pacific,Taipei,119,0.01
34.80.141.47,443,443,true,TPE,Asia Pacific,Taipei,169,0.01
34.96.67.175,80,0,false,KUL,Asia Pacific,Kuala Lumpur,1,0.01
34.80.141.47,443,443,true,TPE,Asia Pacific,Taipei,224,0.01
34.126.86.32,80,0,false,SIN,Asia Pacific,Singapore,20,0.01
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,2,0.01
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,2,0.01
34.150.31.27,80,0,false,HKG,Asia Pacific,Hong Kong,67,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,65,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,45,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,47,0.00
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,37,0.00
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,41,0.00
34.34.221.245,80,0,false,SIN,Asia Pacific,Singapore,15,0.00
34.101.196.118,80,0,false,SIN,Asia Pacific,Singapore,163,0.00
35.184.27.144,80,0,false,ORD,North America,Chicago,206,0.00
34.150.31.27,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.00
34.96.93.19,80,0,false,SIN,Asia Pacific,Singapore,5,0.00
34.36.241.241,80,0,false,SIN,Asia Pacific,Singapore,26,0.00
34.126.143.153,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
35.246.227.249,80,0,false,TXL,Europe,Berlin,168,0.00
34.126.143.153,80,0,false,SIN,Asia Pacific,Singapore,66,0.00
35.230.48.122,8080,0,false,SEA,North America,Seattle,156,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,206,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,206,0.00
35.192.46.69,80,0,false,ORD,North America,Chicago,205,0.00
34.135.13.56,80,0,false,ORD,North America,Chicago,205,0.00
34.96.67.175,80,0,false,KUL,Asia Pacific,Kuala Lumpur,14,0.00
34.120.203.240,80,0,false,SIN,Asia Pacific,Singapore,12,0.00
34.120.203.240,80,0,false,SIN,Asia Pacific,Singapore,25,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,155,0.00
35.244.140.128,80,0,false,LHR,Europe,London,19,0.00
35.202.7.148,80,0,false,ORD,North America,Chicago,205,0.00
35.202.7.148,80,0,false,ORD,North America,Chicago,206,0.00
34.120.35.204,80,0,false,IAD,North America,Ashburn,18,0.00
34.140.98.59,80,0,false,CDG,Europe,Paris,227,0.00
34.107.201.158,80,0,false,IAD,North America,Ashburn,23,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,162,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,168,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,167,0.00
34.100.190.34,80,0,false,BOM,Asia Pacific,Mumbai,610,0.00
34.100.190.34,80,0,false,DEL,Asia Pacific,New Delhi,69,0.00
34.100.190.34,80,0,false,DEL,Asia Pacific,New Delhi,69,0.00
34.120.35.204,80,0,false,IAD,North America,Ashburn,21,0.00
34.120.124.61,80,0,false,SIN,Asia Pacific,Singapore,14,0.00
34.102.244.136,80,0,false,SIN,Asia Pacific,Singapore,20,0.00
34.102.244.136,80,0,false,SIN,Asia Pacific,Singapore,26,0.00
34.105.123.165,80,0,false,SEA,North America,Seattle,157,0.00
34.126.112.176,8080,0,false,HKG,Asia Pacific,Hong Kong,64,0.00
35.220.132.211,8080,0,false,HKG,Asia Pacific,Hong Kong,38,0.00
34.126.112.176,8080,0,false,HKG,Asia Pacific,Hong Kong,3,0.00
34.149.211.118,80,0,false,SIN,Asia Pacific,Singapore,22,0.00
34.154.213.202,443,0,true,FRA,Europe,Frankfurt,220,0.00
34.36.205.106,80,0,false,HKG,Asia Pacific,Hong Kong,27,0.00
35.227.211.1,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
35.230.236.158,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,Singapore,1,0.00
130.211.8.184,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.95.126.8,80,80,false,SIN,Asia Pacific,Singapore,1,0.00
34.87.148.235,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.87.118.59,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.126.127.86,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
35.198.222.135,80,0,false,HKG,Asia Pacific,Hong Kong,2,0.00
34.87.17.201,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.87.147.199,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.124.186.33,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.87.148.235,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.87.134.130,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.87.17.201,80,0,false,CDG,Europe,Paris,2,0.00
34.87.11.70,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.124.230.33,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.87.173.159,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.87.67.136,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
35.187.229.127,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.87.96.121,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.87.134.130,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.87.134.130,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
35.247.191.3,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.124.230.33,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.147.199,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.124.214.67,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
35.240.208.192,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
35.240.165.181,80,0,false,CDG,Europe,Paris,3,0.00
34.87.96.121,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.124.186.33,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.17.201,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.124.249.222,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.173.159,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.124.254.71,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
35.185.179.228,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.124.213.181,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.17.201,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.147.199,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.126.123.74,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.124.249.222,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
35.244.184.119,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.124.213.181,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.124.167.38,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.11.70,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
35.240.231.235,80,0,false,CDG,Europe,Paris,3,0.00
34.124.214.67,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.118.59,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.124.189.203,80,0,false,HKG,Asia Pacific,Hong Kong,3,0.00
34.124.249.222,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.96.121,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.67.136,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.11.70,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
35.240.214.142,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.173.159,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.124.254.71,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.148.235,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.87.134.130,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
35.247.178.245,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.87.118.59,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.124.167.38,80,0,false,CDG,Europe,Paris,4,0.00
34.87.67.136,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.124.254.71,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.124.214.67,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.87.148.235,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.126.128.164,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.124.189.203,80,0,false,HKG,Asia Pacific,Hong Kong,5,0.00
34.124.213.181,80,0,false,SIN,Asia Pacific,Singapore,8,0.00
34.143.248.185,80,0,false,HKG,Asia Pacific,Hong Kong,11,0.00
34.124.186.33,80,0,false,SIN,Asia Pacific,Singapore,13,0.00
34.107.191.120,80,0,false,SIN,Asia Pacific,Singapore,14,0.00
34.107.191.120,80,0,false,SIN,Asia Pacific,Singapore,15,0.00
34.101.44.165,80,0,false,KIX,Asia Pacific,Osaka,16,0.00
34.128.84.187,80,0,false,SIN,Asia Pacific,Singapore,16,0.00
34.101.99.100,80,0,false,SIN,Asia Pacific,Singapore,18,0.00
34.101.99.100,80,0,false,CDG,Europe,Paris,20,0.00
34.126.85.124,80,0,false,SIN,Asia Pacific,Singapore,20,0.00
34.101.99.100,80,0,false,SIN,Asia Pacific,Singapore,20,0.00
34.120.222.161,80,0,false,SIN,Asia Pacific,Singapore,21,0.00
34.126.123.74,80,0,false,SIN,Asia Pacific,Singapore,22,0.00
34.126.70.51,80,0,false,SIN,Asia Pacific,Singapore,25,0.00
34.126.70.51,80,0,false,SIN,Asia Pacific,Singapore,25,0.00
34.126.85.124,80,0,false,SIN,Asia Pacific,Singapore,26,0.00
34.126.128.164,80,0,false,SIN,Asia Pacific,Singapore,29,0.00
34.126.89.15,80,0,false,SIN,Asia Pacific,Singapore,29,0.00
34.149.110.146,80,0,false,SIN,Asia Pacific,Singapore,29,0.00
34.117.85.196,80,0,false,SIN,Asia Pacific,Singapore,30,0.00
34.128.84.187,80,0,false,SIN,Asia Pacific,Singapore,30,0.00
34.126.86.32,80,0,false,SIN,Asia Pacific,Singapore,30,0.00
34.110.205.106,80,0,false,SIN,Asia Pacific,Singapore,32,0.00
34.126.127.86,80,0,false,CDG,Europe,Paris,44,0.00
34.110.205.106,80,0,false,SIN,Asia Pacific,Singapore,45,0.00
34.101.44.165,80,0,false,SIN,Asia Pacific,Singapore,52,0.00
34.101.44.165,80,0,false,CDG,Europe,Paris,53,0.00
34.126.89.15,80,0,false,SIN,Asia Pacific,Singapore,53,0.00
34.93.79.152,80,80,false,SIN,Asia Pacific,Singapore,60,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,73,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,75,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,80,0.00
34.97.218.204,8443,443,true,KIX,Asia Pacific,Osaka,81,0.00
35.244.119.6,443,0,true,SYD,Oceania,Sydney,94,0.00
35.233.172.5,80,0,false,SEA,North America,Seattle,155,0.00
35.197.23.75,443,0,true,SEA,North America,Seattle,156,0.00
34.82.76.253,443,443,true,SEA,North America,Seattle,156,0.00
35.233.250.18,80,0,false,SEA,North America,Seattle,156,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,156,0.00
35.203.129.19,443,80,false,SEA,North America,Seattle,156,0.00
35.203.129.19,80,80,false,SEA,North America,Seattle,156,0.00
35.203.129.19,443,80,false,SEA,North America,Seattle,156,0.00
35.203.129.19,80,80,false,SEA,North America,Seattle,157,0.00
35.197.35.209,8080,80,false,SEA,North America,Seattle,159,0.00
34.141.221.33,2083,80,false,AMS,Europe,Amsterdam,161,0.00
34.65.224.8,443,443,true,FRA,Europe,Frankfurt,162,0.00
34.141.221.33,2087,0,false,AMS,Europe,Amsterdam,164,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,164,0.00
34.141.248.249,2095,0,false,AMS,Europe,Amsterdam,165,0.00
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,166,0.00
34.125.15.139,80,0,false,LAX,North America,Los Angeles,166,0.00
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,166,0.00
104.155.53.64,80,0,false,CDG,Europe,Paris,166,0.00
34.141.248.249,2086,80,false,AMS,Europe,Amsterdam,167,0.00
34.141.221.33,2052,80,false,AMS,Europe,Amsterdam,168,0.00
34.159.156.204,443,0,true,FRA,Europe,Frankfurt,168,0.00
34.159.71.208,443,443,true,FRA,Europe,Frankfurt,168,0.00
34.141.88.42,443,443,true,FRA,Europe,Frankfurt,169,0.00
34.105.189.25,443,443,true,LHR,Europe,London,171,0.00
35.246.157.28,443,0,true,FRA,Europe,Frankfurt,171,0.00
34.65.244.68,443,443,true,FRA,Europe,Frankfurt,172,0.00
35.236.55.171,443,0,true,LAX,North America,Los Angeles,173,0.00
34.118.80.175,443,0,true,CDG,Europe,Paris,173,0.00
34.91.54.61,443,443,true,FRA,Europe,Frankfurt,174,0.00
35.204.32.205,443,443,true,AMS,Europe,Amsterdam,175,0.00
34.34.26.230,443,443,true,FRA,Europe,Frankfurt,176,0.00
34.90.46.109,443,443,true,FRA,Europe,Frankfurt,176,0.00
34.65.208.108,443,0,true,FRA,Europe,Frankfurt,176,0.00
34.34.36.61,443,443,true,FRA,Europe,Frankfurt,177,0.00
34.90.76.133,443,0,true,FRA,Europe,Frankfurt,177,0.00
34.34.56.17,443,443,true,FRA,Europe,Frankfurt,178,0.00
34.91.173.96,443,443,true,FRA,Europe,Frankfurt,181,0.00
35.204.152.142,443,443,true,FRA,Europe,Frankfurt,182,0.00
34.94.153.151,443,443,true,LAX,North America,Los Angeles,182,0.00
34.116.154.215,443,0,true,FRA,Europe,Frankfurt,184,0.00
34.65.169.129,443,443,true,FRA,Europe,Frankfurt,185,0.00
34.65.213.159,443,443,true,FRA,Europe,Frankfurt,185,0.00
34.116.172.58,443,443,true,FRA,Europe,Frankfurt,186,0.00
34.118.3.47,443,443,true,FRA,Europe,Frankfurt,187,0.00
34.34.32.211,443,443,true,FRA,Europe,Frankfurt,187,0.00
34.90.191.243,443,0,true,FRA,Europe,Frankfurt,188,0.00
34.118.49.212,443,0,true,FRA,Europe,Frankfurt,190,0.00
34.118.114.236,443,0,true,FRA,Europe,Frankfurt,197,0.00
34.141.27.252,443,443,true,FRA,Europe,Frankfurt,198,0.00
34.94.153.151,443,443,true,LAX,North America,Los Angeles,200,0.00
34.91.83.51,443,443,true,FRA,Europe,Frankfurt,201,0.00
34.65.220.206,443,443,true,FRA,Europe,Frankfurt,203,0.00
34.141.55.54,443,443,true,FRA,Europe,Frankfurt,204,0.00
34.121.160.133,80,0,false,ORD,North America,Chicago,205,0.00
34.69.150.180,443,443,true,ORD,North America,Chicago,205,0.00
34.69.253.52,80,0,false,ORD,North America,Chicago,205,0.00
34.66.72.229,443,443,true,ORD,North America,Chicago,205,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,205,0.00
35.239.72.131,80,0,false,ORD,North America,Chicago,206,0.00
34.121.17.180,80,0,false,ORD,North America,Chicago,206,0.00
34.67.161.168,80,0,false,ORD,North America,Chicago,206,0.00
34.65.223.160,443,443,true,FRA,Europe,Frankfurt,206,0.00
34.69.150.180,443,443,true,ORD,North America,Chicago,207,0.00
34.116.179.159,443,443,true,FRA,Europe,Frankfurt,207,0.00
34.65.220.206,443,443,true,FRA,Europe,Frankfurt,210,0.00
34.65.60.0,443,443,true,AMS,Europe,Amsterdam,212,0.00
34.34.39.57,443,0,true,FRA,Europe,Frankfurt,212,0.00
34.116.142.32,443,443,true,FRA,Europe,Frankfurt,213,0.00
34.34.8.23,443,0,true,FRA,Europe,Frankfurt,216,0.00
34.90.67.37,443,443,true,FRA,Europe,Frankfurt,216,0.00
34.73.111.106,80,0,false,ATL,North America,Atlanta,218,0.00
35.231.5.47,80,0,false,ATL,North America,Atlanta,218,0.00
34.73.111.106,80,0,false,ATL,North America,Atlanta,218,0.00
35.243.254.173,80,0,false,ATL,North America,Atlanta,222,0.00
34.116.179.105,443,0,true,FRA,Europe,Frankfurt,226,0.00
34.34.186.205,443,443,true,CDG,Europe,Paris,228,0.00
34.65.108.37,443,443,true,FRA,Europe,Frankfurt,240,0.00
34.116.248.11,443,443,true,FRA,Europe,Frankfurt,241,0.00
35.202.158.120,443,443,true,ORD,North America,Chicago,250,0.00
