IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
158.180.63.247,443,443,true,FRA,Europe,Frankfurt,227,10.12
138.2.14.164,8880,8880,false,NRT,Asia Pacific,Tokyo,70,10.12
132.145.127.51,2053,2053,true,NRT,Asia Pacific,Tokyo,71,10.12
151.145.69.174,2086,2086,false,NRT,Asia Pacific,Tokyo,81,10.11
150.230.107.94,80,80,false,NRT,Asia Pacific,Tokyo,77,10.11
140.238.123.242,443,443,true,FRA,Europe,Frankfurt,209,10.11
144.24.160.189,443,443,true,FRA,Europe,Frankfurt,188,10.11
158.101.133.129,2053,2053,true,NRT,Asia Pacific,Tokyo,93,10.10
138.2.15.8,80,80,false,NRT,Asia Pacific,Tokyo,73,10.10
141.147.111.192,443,443,true,FRA,Europe,Frankfurt,184,10.10
158.101.137.74,8443,8443,true,NRT,Asia Pacific,Tokyo,125,10.10
152.70.107.26,2086,2086,false,NRT,Asia Pacific,Tokyo,78,10.10
132.145.123.112,2096,2096,true,NRT,Asia Pacific,Tokyo,75,10.09
144.24.169.81,2053,443,true,FRA,Europe,Frankfurt,217,10.09
150.230.98.39,8880,8880,false,NRT,Asia Pacific,Tokyo,77,10.08
138.3.210.114,2053,2053,true,NRT,Asia Pacific,Tokyo,87,10.08
138.2.146.53,443,443,true,FRA,Europe,Frankfurt,182,10.08
151.145.65.8,80,80,false,NRT,Asia Pacific,Tokyo,77,10.08
141.147.191.211,2095,2095,false,NRT,Asia Pacific,Tokyo,69,10.07
144.24.173.244,443,443,true,FRA,Europe,Frankfurt,202,10.07
193.123.63.186,443,443,true,FRA,Europe,Frankfurt,180,10.06
141.147.182.76,8880,8880,false,NRT,Asia Pacific,Tokyo,70,10.06
141.147.174.7,2083,2083,true,NRT,Asia Pacific,Tokyo,117,10.06
140.238.50.32,8443,8443,true,NRT,Asia Pacific,Tokyo,72,10.06
152.70.107.26,8880,8880,false,NRT,Asia Pacific,Tokyo,72,10.06
150.230.205.56,8443,8443,true,NRT,Asia Pacific,Tokyo,140,10.04
168.138.205.38,2083,2083,true,NRT,Asia Pacific,Tokyo,77,10.04
152.70.103.145,2087,2087,true,NRT,Asia Pacific,Tokyo,73,10.03
143.47.247.183,443,443,true,FRA,Europe,Frankfurt,178,10.03
158.101.143.49,2087,2087,true,NRT,Asia Pacific,Tokyo,72,10.03
158.101.149.81,2053,2053,true,NRT,Asia Pacific,Tokyo,168,10.03
138.3.240.112,443,443,true,FRA,Europe,Frankfurt,241,10.02
138.3.212.162,80,80,false,NRT,Asia Pacific,Tokyo,68,10.02
152.70.106.185,2053,2053,true,NRT,Asia Pacific,Tokyo,77,10.01
168.138.200.155,2052,2052,false,NRT,Asia Pacific,Tokyo,74,10.01
130.162.253.0,443,443,true,FRA,Europe,Frankfurt,176,10.00
138.3.223.70,2082,2082,false,NRT,Asia Pacific,Tokyo,77,10.00
138.3.222.204,8080,8080,false,NRT,Asia Pacific,Tokyo,77,10.00
155.248.166.141,2052,2052,false,NRT,Asia Pacific,Tokyo,69,10.00
138.3.216.67,8080,8080,false,NRT,Asia Pacific,Tokyo,75,9.99
151.145.71.40,2096,2096,true,NRT,Asia Pacific,Tokyo,92,9.99
152.70.107.26,8080,8080,false,NRT,Asia Pacific,Tokyo,79,9.99
141.147.186.210,80,80,false,NRT,Asia Pacific,Tokyo,69,9.99
138.2.6.15,2086,2086,false,NRT,Asia Pacific,Tokyo,71,9.99
151.145.68.104,2087,2087,true,NRT,Asia Pacific,Tokyo,89,9.98
141.147.182.70,2096,2096,true,NRT,Asia Pacific,Tokyo,77,9.98
152.70.106.21,2096,2096,true,NRT,Asia Pacific,Tokyo,238,9.98
155.248.167.70,2083,2083,true,NRT,Asia Pacific,Tokyo,114,9.98
151.145.69.174,80,80,false,NRT,Asia Pacific,Tokyo,70,9.98
158.101.139.42,2053,2053,true,NRT,Asia Pacific,Tokyo,107,9.97
150.230.212.213,2052,2052,false,NRT,Asia Pacific,Tokyo,76,9.96
150.230.208.83,2086,2086,false,NRT,Asia Pacific,Tokyo,94,9.96
152.70.107.26,2083,2083,true,NRT,Asia Pacific,Tokyo,130,9.95
141.147.179.64,2083,2083,true,NRT,Asia Pacific,Tokyo,73,9.95
152.70.103.145,2096,2096,true,NRT,Asia Pacific,Tokyo,87,9.95
138.3.215.11,8880,8880,false,HKG,Asia Pacific,Hong Kong,131,9.94
158.101.155.246,2053,2053,true,NRT,Asia Pacific,Tokyo,81,9.94
152.70.106.13,2083,2083,true,NRT,Asia Pacific,Tokyo,120,9.94
138.2.13.200,2096,2096,true,NRT,Asia Pacific,Tokyo,131,9.94
158.101.139.42,2096,2096,true,NRT,Asia Pacific,Tokyo,90,9.93
130.162.233.148,443,443,true,FRA,Europe,Frankfurt,167,9.93
158.101.150.74,8080,8080,false,NRT,Asia Pacific,Tokyo,69,9.92
158.101.140.255,2087,2087,true,NRT,Asia Pacific,Tokyo,76,9.92
150.230.201.162,2053,2053,true,NRT,Asia Pacific,Tokyo,192,9.91
140.238.94.117,443,443,true,FRA,Europe,Frankfurt,181,9.91
150.230.222.185,2086,2086,false,NRT,Asia Pacific,Tokyo,77,9.90
150.230.200.210,2052,2052,false,NRT,Asia Pacific,Tokyo,70,9.90
141.147.103.93,443,443,true,FRA,Europe,Frankfurt,199,9.90
150.230.201.39,2053,2053,true,NRT,Asia Pacific,Tokyo,142,9.89
141.147.166.95,2083,2083,true,NRT,Asia Pacific,Tokyo,114,9.88
84.8.159.132,443,443,true,FRA,Europe,Frankfurt,209,9.88
158.101.131.218,2095,2095,false,NRT,Asia Pacific,Tokyo,70,9.88
152.70.99.187,8443,8443,true,NRT,Asia Pacific,Tokyo,81,9.87
138.3.217.39,8443,8443,true,NRT,Asia Pacific,Tokyo,119,9.87
138.2.25.122,8880,8880,false,NRT,Asia Pacific,Tokyo,82,9.86
144.24.176.162,443,443,true,FRA,Europe,Frankfurt,194,9.86
168.138.206.68,2087,2087,true,NRT,Asia Pacific,Tokyo,71,9.86
141.147.164.54,2087,2087,true,NRT,Asia Pacific,Tokyo,88,9.85
140.238.52.141,8443,8443,true,NRT,Asia Pacific,Tokyo,74,9.85
150.230.108.135,2086,2086,false,NRT,Asia Pacific,Tokyo,67,9.85
152.70.106.13,8880,8880,false,NRT,Asia Pacific,Tokyo,74,9.85
151.145.65.203,8080,8080,false,NRT,Asia Pacific,Tokyo,78,9.85
158.101.142.103,2053,2053,true,NRT,Asia Pacific,Tokyo,99,9.84
141.147.45.195,2052,443,true,AMS,Europe,Amsterdam,165,9.84
141.147.100.210,443,443,true,FRA,Europe,Frankfurt,201,9.83
151.145.71.127,2087,2087,true,NRT,Asia Pacific,Tokyo,78,9.83
141.147.168.159,2096,2096,true,NRT,Asia Pacific,Tokyo,193,9.83
152.70.99.218,8443,8443,true,NRT,Asia Pacific,Tokyo,143,9.82
138.2.157.236,443,443,true,FRA,Europe,Frankfurt,178,9.82
141.147.25.94,443,443,true,AMS,Europe,Amsterdam,188,9.82
132.145.124.198,2052,2052,false,NRT,Asia Pacific,Tokyo,70,9.82
158.101.136.239,8443,8443,true,NRT,Asia Pacific,Tokyo,148,9.78
141.147.169.131,2052,2052,false,NRT,Asia Pacific,Tokyo,71,9.78
168.138.202.145,2083,2083,true,NRT,Asia Pacific,Tokyo,70,9.78
132.145.123.143,8443,8443,true,NRT,Asia Pacific,Tokyo,72,9.77
141.147.169.195,80,80,false,NRT,Asia Pacific,Tokyo,75,9.75
158.180.31.225,443,443,true,FRA,Europe,Frankfurt,199,9.75
158.101.131.218,80,80,false,NRT,Asia Pacific,Tokyo,75,9.75
140.238.81.241,443,443,true,FRA,Europe,Frankfurt,180,9.73
141.144.202.223,443,443,true,AMS,Europe,Amsterdam,198,9.73
141.147.164.123,8443,8443,true,NRT,Asia Pacific,Tokyo,108,9.73
168.138.205.195,8443,8443,true,NRT,Asia Pacific,Tokyo,74,9.72
132.145.123.14,2086,2086,false,NRT,Asia Pacific,Tokyo,72,9.71
158.101.149.81,2086,2086,false,NRT,Asia Pacific,Tokyo,73,9.70
140.238.60.177,8443,8443,true,NRT,Asia Pacific,Tokyo,71,9.70
141.147.167.44,8443,8443,true,NRT,Asia Pacific,Tokyo,143,9.70
141.147.168.13,2095,2095,false,NRT,Asia Pacific,Tokyo,87,9.70
150.230.202.132,2086,2086,false,NRT,Asia Pacific,Tokyo,77,9.70
143.47.178.139,443,443,true,FRA,Europe,Frankfurt,194,9.69
150.230.109.252,8880,8880,false,NRT,Asia Pacific,Tokyo,78,9.69
141.147.174.7,8080,8080,false,NRT,Asia Pacific,Tokyo,88,9.68
143.47.249.190,443,443,true,FRA,Europe,Frankfurt,190,9.68
138.2.166.55,443,443,true,FRA,Europe,Frankfurt,234,9.68
151.145.65.8,2095,2095,false,NRT,Asia Pacific,Tokyo,76,9.68
158.101.137.96,80,80,false,NRT,Asia Pacific,Tokyo,77,9.68
168.138.205.195,80,80,false,NRT,Asia Pacific,Tokyo,81,9.68
158.101.154.70,2096,2096,true,NRT,Asia Pacific,Tokyo,113,9.67
151.145.68.166,2082,2082,false,NRT,Asia Pacific,Tokyo,70,9.67
138.2.13.200,80,80,false,NRT,Asia Pacific,Tokyo,80,9.67
143.47.237.67,443,443,true,FRA,Europe,Frankfurt,196,9.66
141.147.166.95,8443,8443,true,NRT,Asia Pacific,Tokyo,92,9.65
138.3.222.204,80,80,false,NRT,Asia Pacific,Tokyo,74,9.65
143.47.190.173,443,443,true,FRA,Europe,Frankfurt,212,9.65
143.47.251.2,443,443,true,AMS,Europe,Amsterdam,193,9.63
168.138.206.109,2086,2086,false,NRT,Asia Pacific,Tokyo,79,9.63
84.235.172.129,443,443,true,FRA,Europe,Frankfurt,159,9.63
155.248.160.116,2086,2086,false,NRT,Asia Pacific,Tokyo,87,9.63
150.230.212.9,2053,2053,true,NRT,Asia Pacific,Tokyo,147,9.62
143.47.181.156,443,443,true,FRA,Europe,Frankfurt,185,9.62
141.147.179.64,2096,2096,true,NRT,Asia Pacific,Tokyo,191,9.62
138.3.218.160,2087,2087,true,NRT,Asia Pacific,Tokyo,111,9.61
150.230.220.232,2083,2083,true,NRT,Asia Pacific,Tokyo,133,9.61
152.70.111.251,8080,8080,false,NRT,Asia Pacific,Tokyo,71,9.60
143.47.183.118,443,443,true,FRA,Europe,Frankfurt,175,9.60
158.101.192.232,443,443,true,FRA,Europe,Frankfurt,212,9.59
141.147.178.115,80,80,false,NRT,Asia Pacific,Tokyo,74,9.59
168.138.207.64,8443,8443,true,NRT,Asia Pacific,Tokyo,75,9.58
151.145.74.199,8880,8880,false,NRT,Asia Pacific,Tokyo,69,9.58
158.101.149.81,2087,2087,true,NRT,Asia Pacific,Tokyo,138,9.58
150.230.212.87,80,80,false,NRT,Asia Pacific,Tokyo,75,9.57
168.138.205.38,8880,8880,false,NRT,Asia Pacific,Tokyo,73,9.57
158.101.159.212,2083,2083,true,NRT,Asia Pacific,Tokyo,91,9.57
158.101.146.165,2095,2095,false,NRT,Asia Pacific,Tokyo,69,9.56
150.230.217.63,8080,8080,false,NRT,Asia Pacific,Tokyo,75,9.55
152.70.104.69,8443,8443,true,NRT,Asia Pacific,Tokyo,76,9.55
144.21.53.53,443,443,true,FRA,Europe,Frankfurt,192,9.54
141.147.169.195,2095,2095,false,NRT,Asia Pacific,Tokyo,75,9.54
150.230.193.89,8443,8443,true,NRT,Asia Pacific,Tokyo,102,9.54
141.147.103.84,443,443,true,FRA,Europe,Frankfurt,197,9.54
150.230.97.239,8080,8080,false,NRT,Asia Pacific,Tokyo,71,9.53
158.101.140.255,80,80,false,NRT,Asia Pacific,Tokyo,71,9.53
141.147.167.40,8080,8080,false,NRT,Asia Pacific,Tokyo,69,9.52
155.248.166.141,8443,8443,true,NRT,Asia Pacific,Tokyo,73,9.52
150.230.199.118,2053,2053,true,NRT,Asia Pacific,Tokyo,141,9.51
151.145.69.174,2087,2087,true,NRT,Asia Pacific,Tokyo,96,9.51
141.147.166.95,2095,2095,false,NRT,Asia Pacific,Tokyo,75,9.50
132.145.126.21,2086,2086,false,NRT,Asia Pacific,Tokyo,74,9.50
150.230.204.117,2086,2086,false,NRT,Asia Pacific,Tokyo,74,9.50
152.70.111.251,8443,8443,true,NRT,Asia Pacific,Tokyo,125,9.49
155.248.165.169,2052,2052,false,NRT,Asia Pacific,Tokyo,71,9.49
158.101.137.96,2083,2083,true,NRT,Asia Pacific,Tokyo,70,9.49
158.101.146.165,2082,2082,false,NRT,Asia Pacific,Tokyo,69,9.48
132.145.126.204,2053,2053,true,NRT,Asia Pacific,Tokyo,80,9.48
151.145.71.127,8880,8880,false,NRT,Asia Pacific,Tokyo,70,9.48
158.101.140.255,2083,2083,true,NRT,Asia Pacific,Tokyo,84,9.48
138.2.24.114,80,80,false,NRT,Asia Pacific,Tokyo,86,9.48
138.2.24.114,2095,2095,false,NRT,Asia Pacific,Tokyo,75,9.48
155.248.160.83,2087,2087,true,NRT,Asia Pacific,Tokyo,173,9.48
158.101.209.29,443,443,true,FRA,Europe,Frankfurt,198,9.47
168.138.206.109,2083,2083,true,NRT,Asia Pacific,Tokyo,81,9.47
138.2.11.179,2095,2095,false,NRT,Asia Pacific,Tokyo,69,9.46
158.101.140.255,2052,2052,false,NRT,Asia Pacific,Tokyo,77,9.46
158.101.142.103,2083,2083,true,NRT,Asia Pacific,Tokyo,77,9.45
158.101.159.181,2083,2083,true,NRT,Asia Pacific,Tokyo,126,9.45
158.101.158.238,2053,2053,true,NRT,Asia Pacific,Tokyo,117,9.45
151.145.75.28,2096,2096,true,NRT,Asia Pacific,Tokyo,96,9.45
141.145.199.188,443,443,true,CDG,Europe,Paris,164,9.44
141.147.189.242,8880,8880,false,NRT,Asia Pacific,Tokyo,78,9.44
132.145.124.198,2096,2096,true,NRT,Asia Pacific,Tokyo,69,9.44
158.178.157.22,443,443,true,FRA,Europe,Frankfurt,193,9.44
138.3.212.144,8443,8443,true,NRT,Asia Pacific,Tokyo,179,9.43
141.147.23.83,443,443,true,FRA,Europe,Frankfurt,170,9.42
158.101.136.239,2087,2087,true,NRT,Asia Pacific,Tokyo,78,9.42
150.230.101.125,2052,2052,false,NRT,Asia Pacific,Tokyo,73,9.40
158.101.150.74,80,80,false,NRT,Asia Pacific,Tokyo,70,9.40
150.230.101.13,8080,8080,false,NRT,Asia Pacific,Tokyo,74,9.40
158.101.150.74,2083,2083,true,NRT,Asia Pacific,Tokyo,154,9.40
158.101.143.49,2053,2053,true,NRT,Asia Pacific,Tokyo,126,9.40
158.101.220.252,443,443,true,FRA,Europe,Frankfurt,182,9.40
150.230.106.21,2082,2082,false,NRT,Asia Pacific,Tokyo,71,9.39
140.238.36.216,8443,0,true,NRT,Asia Pacific,Tokyo,71,9.38
143.47.241.247,443,443,true,FRA,Europe,Frankfurt,195,9.38
152.70.99.187,80,80,false,NRT,Asia Pacific,Tokyo,71,9.38
151.145.75.28,2053,2053,true,NRT,Asia Pacific,Tokyo,136,9.38
143.47.250.77,443,443,true,FRA,Europe,Frankfurt,180,9.38
138.3.218.160,2083,2083,true,NRT,Asia Pacific,Tokyo,92,9.38
138.2.14.209,8880,8880,false,NRT,Asia Pacific,Tokyo,69,9.38
138.3.217.39,2086,2086,false,NRT,Asia Pacific,Tokyo,76,9.38
158.101.143.49,2087,2087,true,NRT,Asia Pacific,Tokyo,89,9.37
150.230.199.118,2096,2096,true,NRT,Asia Pacific,Tokyo,96,9.37
152.70.106.21,8880,8880,false,NRT,Asia Pacific,Tokyo,74,9.37
158.178.156.3,443,443,true,FRA,Europe,Frankfurt,210,9.37
158.101.155.158,2087,2087,true,NRT,Asia Pacific,Tokyo,76,9.37
138.3.214.43,8880,8880,false,NRT,Asia Pacific,Tokyo,67,9.36
132.145.123.238,8443,8443,true,NRT,Asia Pacific,Tokyo,73,9.36
150.230.109.138,2086,2086,false,NRT,Asia Pacific,Tokyo,72,9.35
150.230.197.156,2096,2096,true,NRT,Asia Pacific,Tokyo,124,9.35
151.145.75.28,8080,8080,false,NRT,Asia Pacific,Tokyo,70,9.34
138.3.211.101,2053,2053,true,NRT,Asia Pacific,Tokyo,162,9.34
129.159.247.250,443,443,true,FRA,Europe,Frankfurt,189,9.34
158.101.201.244,443,443,true,FRA,Europe,Frankfurt,225,9.33
141.147.16.152,8443,443,true,FRA,Europe,Frankfurt,173,9.33
155.248.166.39,2096,2096,true,NRT,Asia Pacific,Tokyo,114,9.32
143.47.185.233,443,443,true,FRA,Europe,Frankfurt,178,9.32
141.144.240.230,443,443,true,FRA,Europe,Frankfurt,240,9.32
150.230.109.138,8880,8880,false,NRT,Asia Pacific,Tokyo,71,9.31
193.123.94.216,443,443,true,CDG,Europe,Paris,84,9.31
158.101.146.203,2095,2095,false,NRT,Asia Pacific,Tokyo,78,9.30
141.147.116.232,443,443,true,AMS,Europe,Amsterdam,242,9.30
138.3.212.144,2086,2086,false,NRT,Asia Pacific,Tokyo,78,9.29
158.101.131.218,8080,8080,false,NRT,Asia Pacific,Tokyo,75,9.28
84.8.157.29,443,443,true,FRA,Europe,Frankfurt,218,9.28
141.147.160.221,8880,8880,false,NRT,Asia Pacific,Tokyo,71,9.28
138.2.14.164,2087,2087,true,NRT,Asia Pacific,Tokyo,72,9.27
150.230.200.210,8443,8443,true,NRT,Asia Pacific,Tokyo,101,9.27
150.230.201.39,2052,2052,false,NRT,Asia Pacific,Tokyo,95,9.27
141.147.189.23,2082,2082,false,NRT,Asia Pacific,Tokyo,74,9.27
151.145.74.56,2095,2095,false,NRT,Asia Pacific,Tokyo,70,9.26
141.147.165.179,8443,8443,true,NRT,Asia Pacific,Tokyo,144,9.26
158.101.144.189,2086,2086,false,NRT,Asia Pacific,Tokyo,74,9.24
158.101.143.49,2083,2083,true,NRT,Asia Pacific,Tokyo,127,9.24
138.3.212.162,8880,8880,false,NRT,Asia Pacific,Tokyo,74,9.24
138.2.15.8,2095,2095,false,NRT,Asia Pacific,Tokyo,73,9.24
138.2.14.209,2095,2095,false,NRT,Asia Pacific,Tokyo,71,9.24
158.101.137.74,2083,2083,true,NRT,Asia Pacific,Tokyo,127,9.23
132.145.125.86,2053,2053,true,NRT,Asia Pacific,Tokyo,76,9.23
132.145.126.21,2087,2087,true,NRT,Asia Pacific,Tokyo,76,9.23
150.230.192.173,8880,8880,false,NRT,Asia Pacific,Tokyo,72,9.22
141.147.164.123,2052,2052,false,NRT,Asia Pacific,Tokyo,83,9.20
151.145.70.28,2083,2083,true,NRT,Asia Pacific,Tokyo,92,9.19
138.3.220.4,2086,2086,false,NRT,Asia Pacific,Tokyo,81,9.18
138.3.220.4,2052,2052,false,NRT,Asia Pacific,Tokyo,80,9.18
138.3.220.4,8880,8880,false,NRT,Asia Pacific,Tokyo,70,9.18
84.235.174.207,443,443,true,FRA,Europe,Frankfurt,172,9.18
150.230.201.162,8080,8080,false,NRT,Asia Pacific,Tokyo,80,9.17
158.101.143.49,2052,2052,false,NRT,Asia Pacific,Tokyo,79,9.16
138.3.212.162,2095,2095,false,NRT,Asia Pacific,Tokyo,69,9.16
151.145.68.104,8443,8443,true,NRT,Asia Pacific,Tokyo,87,9.16
138.3.216.67,2083,2083,true,NRT,Asia Pacific,Tokyo,82,9.15
138.2.13.133,2083,2083,true,NRT,Asia Pacific,Tokyo,91,9.14
158.101.137.74,8880,8880,false,NRT,Asia Pacific,Tokyo,71,9.13
141.144.207.57,443,443,true,FRA,Europe,Frankfurt,202,9.13
151.145.65.203,2086,2086,false,NRT,Asia Pacific,Tokyo,72,9.13
168.138.198.202,2086,2086,false,NRT,Asia Pacific,Tokyo,80,9.13
89.168.73.170,443,443,true,AMS,Europe,Amsterdam,186,9.12
158.101.136.239,8080,8080,false,NRT,Asia Pacific,Tokyo,71,9.12
150.230.214.218,80,80,false,NRT,Asia Pacific,Tokyo,81,9.12
152.70.107.26,2052,2052,false,NRT,Asia Pacific,Tokyo,70,9.12
141.147.175.230,2086,2086,false,NRT,Asia Pacific,Tokyo,73,9.10
158.101.139.42,2053,2053,true,NRT,Asia Pacific,Tokyo,110,9.09
158.101.146.160,2082,2082,false,NRT,Asia Pacific,Tokyo,73,9.09
138.3.223.70,2086,2086,false,NRT,Asia Pacific,Tokyo,70,9.08
152.70.104.69,8880,8880,false,NRT,Asia Pacific,Tokyo,81,9.08
84.235.164.224,443,443,true,FRA,Europe,Frankfurt,175,9.07
141.147.166.95,2082,2082,false,NRT,Asia Pacific,Tokyo,82,9.07
158.101.133.129,2083,2083,true,NRT,Asia Pacific,Tokyo,76,9.07
138.3.214.43,8443,8443,true,NRT,Asia Pacific,Tokyo,68,9.07
141.147.183.96,8443,8443,true,NRT,Asia Pacific,Tokyo,139,9.06
140.238.41.253,2096,2096,true,NRT,Asia Pacific,Tokyo,75,9.06
138.2.13.200,8880,8880,false,NRT,Asia Pacific,Tokyo,72,9.06
158.101.140.154,2083,2083,true,NRT,Asia Pacific,Tokyo,115,9.04
150.230.197.156,2082,2082,false,NRT,Asia Pacific,Tokyo,75,9.04
138.3.216.67,2096,2096,true,NRT,Asia Pacific,Tokyo,169,9.04
140.238.34.208,2053,2053,true,NRT,Asia Pacific,Tokyo,71,9.04
84.8.145.205,443,443,true,FRA,Europe,Frankfurt,215,9.02
138.3.214.43,2086,2086,false,NRT,Asia Pacific,Tokyo,77,9.02
152.70.98.174,2052,2052,false,NRT,Asia Pacific,Tokyo,73,9.02
150.230.114.35,443,443,true,AMS,Europe,Amsterdam,218,9.01
141.147.160.86,80,80,false,NRT,Asia Pacific,Tokyo,68,9.01
141.147.178.115,2083,2083,true,NRT,Asia Pacific,Tokyo,112,9.01
151.145.75.28,8880,8880,false,NRT,Asia Pacific,Tokyo,75,9.00
89.168.124.151,443,443,true,FRA,Europe,Frankfurt,213,9.00
150.230.119.175,443,443,true,FRA,Europe,Frankfurt,182,8.99
150.230.216.117,80,80,false,NRT,Asia Pacific,Tokyo,71,8.99
152.70.106.185,8443,8443,true,NRT,Asia Pacific,Tokyo,69,8.98
89.168.81.25,443,443,true,AMS,Europe,Amsterdam,207,8.98
158.101.146.165,2053,2053,true,NRT,Asia Pacific,Tokyo,140,8.98
152.70.99.218,2095,2095,false,NRT,Asia Pacific,Tokyo,75,8.97
152.70.98.174,2053,2053,true,NRT,Asia Pacific,Tokyo,73,8.96
141.147.160.221,2082,2082,false,NRT,Asia Pacific,Tokyo,74,8.96
141.147.182.76,2096,2096,true,NRT,Asia Pacific,Tokyo,177,8.95
155.248.160.83,2082,2082,false,NRT,Asia Pacific,Tokyo,70,8.95
141.147.164.153,8880,8880,false,NRT,Asia Pacific,Tokyo,75,8.95
138.3.217.39,2083,2083,true,NRT,Asia Pacific,Tokyo,95,8.95
152.67.151.178,443,443,true,LHR,Europe,London,207,8.95
151.145.74.199,2053,2053,true,NRT,Asia Pacific,Tokyo,190,8.95
141.147.181.242,2052,2052,false,NRT,Asia Pacific,Tokyo,73,8.94
141.147.167.44,2052,2052,false,NRT,Asia Pacific,Tokyo,75,8.94
151.145.75.28,2082,2082,false,NRT,Asia Pacific,Tokyo,70,8.93
151.145.66.219,2082,2082,false,NRT,Asia Pacific,Tokyo,78,8.93
138.3.212.162,2083,2083,true,NRT,Asia Pacific,Tokyo,87,8.92
158.101.147.4,2096,2096,true,NRT,Asia Pacific,Tokyo,241,8.91
150.230.202.232,2087,2087,true,NRT,Asia Pacific,Tokyo,97,8.91
141.147.191.211,2082,2082,false,NRT,Asia Pacific,Tokyo,70,8.91
138.3.222.204,2086,2086,false,NRT,Asia Pacific,Tokyo,71,8.91
84.235.171.12,443,443,true,AMS,Europe,Amsterdam,207,8.90
141.147.166.95,2053,2053,true,NRT,Asia Pacific,Tokyo,118,8.90
132.145.124.198,8080,8080,false,NRT,Asia Pacific,Tokyo,74,8.90
158.101.145.246,2095,2095,false,NRT,Asia Pacific,Tokyo,71,8.88
141.147.166.95,2052,2052,false,NRT,Asia Pacific,Tokyo,81,8.88
168.138.200.155,8080,8080,false,NRT,Asia Pacific,Tokyo,71,8.88
150.230.221.114,2095,2095,false,NRT,Asia Pacific,Tokyo,79,8.87
155.248.165.169,8080,8080,false,NRT,Asia Pacific,Tokyo,72,8.86
138.2.6.15,8880,8880,false,NRT,Asia Pacific,Tokyo,80,8.86
152.70.106.195,2083,2083,true,NRT,Asia Pacific,Tokyo,90,8.86
132.145.123.143,2052,2052,false,NRT,Asia Pacific,Tokyo,70,8.85
151.145.71.40,8443,8443,true,NRT,Asia Pacific,Tokyo,99,8.85
155.248.166.39,2086,2086,false,NRT,Asia Pacific,Tokyo,70,8.85
158.101.140.255,2087,2087,true,NRT,Asia Pacific,Tokyo,146,8.84
158.101.144.34,2053,2053,true,NRT,Asia Pacific,Tokyo,126,8.84
158.101.145.246,2096,2096,true,NRT,Asia Pacific,Tokyo,143,8.83
141.147.186.210,8880,8880,false,NRT,Asia Pacific,Tokyo,78,8.83
150.230.214.218,2086,2086,false,NRT,Asia Pacific,Tokyo,79,8.82
150.230.199.118,8080,8080,false,NRT,Asia Pacific,Tokyo,71,8.81
158.101.152.221,80,80,false,NRT,Asia Pacific,Tokyo,75,8.81
150.230.205.56,2053,2053,true,NRT,Asia Pacific,Tokyo,89,8.81
141.147.166.189,2053,2053,true,NRT,Asia Pacific,Tokyo,116,8.80
150.230.216.117,2053,2053,true,NRT,Asia Pacific,Tokyo,107,8.80
132.145.126.204,2087,2087,true,NRT,Asia Pacific,Tokyo,87,8.80
150.230.109.252,2086,2086,false,NRT,Asia Pacific,Tokyo,72,8.79
158.101.146.160,2095,2095,false,NRT,Asia Pacific,Tokyo,69,8.79
150.230.199.118,2083,2083,true,NRT,Asia Pacific,Tokyo,143,8.79
151.145.75.28,8443,8443,true,NRT,Asia Pacific,Tokyo,93,8.78
158.101.137.74,2053,2053,true,NRT,Asia Pacific,Tokyo,89,8.78
138.3.223.70,8443,8443,true,NRT,Asia Pacific,Tokyo,115,8.78
155.248.168.251,2083,2083,true,NRT,Asia Pacific,Tokyo,85,8.77
138.2.14.164,2096,2096,true,NRT,Asia Pacific,Tokyo,79,8.77
155.248.168.251,2086,2086,false,NRT,Asia Pacific,Tokyo,95,8.76
141.147.160.86,2083,2083,true,NRT,Asia Pacific,Tokyo,104,8.76
168.138.205.195,2086,2086,false,NRT,Asia Pacific,Tokyo,70,8.76
89.168.110.198,443,443,true,FRA,Europe,Frankfurt,197,8.75
150.230.101.13,80,80,false,NRT,Asia Pacific,Tokyo,78,8.75
158.101.144.189,2096,2096,true,NRT,Asia Pacific,Tokyo,129,8.75
138.2.14.248,2096,2096,true,HKG,Asia Pacific,Hong Kong,135,8.74
150.230.219.168,8443,8443,true,NRT,Asia Pacific,Tokyo,107,8.74
158.101.159.181,8880,8880,false,NRT,Asia Pacific,Tokyo,68,8.73
158.101.143.49,2082,2082,false,NRT,Asia Pacific,Tokyo,74,8.72
132.145.125.86,2087,2087,true,NRT,Asia Pacific,Tokyo,72,8.72
143.47.226.127,443,443,true,FRA,Europe,Frankfurt,204,8.72
150.230.99.173,2082,2082,false,NRT,Asia Pacific,Tokyo,76,8.72
138.3.218.160,2082,2082,false,NRT,Asia Pacific,Tokyo,73,8.71
141.147.178.202,2082,2082,false,NRT,Asia Pacific,Tokyo,75,8.70
138.3.216.67,2087,2087,true,NRT,Asia Pacific,Tokyo,115,8.70
144.24.169.81,8443,443,true,FRA,Europe,Frankfurt,196,8.70
168.138.200.159,8443,8443,true,NRT,Asia Pacific,Tokyo,70,8.70
138.2.11.179,8880,8880,false,NRT,Asia Pacific,Tokyo,80,8.69
158.101.150.126,8443,8443,true,NRT,Asia Pacific,Tokyo,133,8.69
193.123.94.216,8443,443,true,MXP,Europe,Milan,78,8.68
